"It is impossible to perform the search. Please make sure Elasticsearch Engine is installed on the server and configured properly.",,module,Amasty_ElasticSearch
"Elasticsearch engine returned an error response. ",,module,Amasty_ElasticSearch
"'item id: %1. Error type: ""%2"", reason ""%3""%4.' .",,module,Amasty_ElasticSearch
"Elasticsearch index not found. Run ""bin/magento indexer:reindex catalogsearch_fulltext"".",,module,Amasty_ElasticSearch
"Elasticsearch server not found. Check ""Stores > Configuration > Amasty Elastic Search > Connection"" and make sure that ""Test Connection"" is successfull with appropriate host name and port.",,module,Amasty_ElasticSearch
"We can't rebuild the index for an undefined entity.",,module,Amasty_ElasticSearch
"Amasty ElasticSearch Relevance rule indexing failed. See details in exception log.",,module,Amasty_ElasticSearch
"Relevance rule indexing failed. See details in exception log.",,module,Amasty_ElasticSearch
"Mapping not found for custom analyzer alias %1",,module,Amasty_ElasticSearch
"Invalid mapping for custom analyzer %1. Label not found.",,module,Amasty_ElasticSearch
"Amasty Elastic is not working because ""%1"" search engine is set in app/etc/env.php file.",,module,Amasty_ElasticSearch
"Unable to save stopWord with ID %1. Error: %2",,module,Amasty_ElasticSearch
"Unable to save new Relevance Rule. Error: %1",,module,Amasty_ElasticSearch
"Relevance Rule with specified ID ""%1"" not found.",,module,Amasty_ElasticSearch
"Unable to remove Relevance Rule with ID %1. Error: %2",,module,Amasty_ElasticSearch
"Unable to remove Relevance Rule. Error: %1",,module,Amasty_ElasticSearch
"Builder for %1 reference type doesn't exist",,module,Amasty_ElasticSearch
"Processor for %1 type doesn't exist",,module,Amasty_ElasticSearch
"'%1' filter type is not supported",,module,Amasty_ElasticSearch
"Incorrect Bucket type: %1.",,module,Amasty_ElasticSearch
OR,,module,Amasty_ElasticSearch
AND,,module,Amasty_ElasticSearch
Romaji,,module,Amasty_ElasticSearch
Katakana,,module,Amasty_ElasticSearch
Normal,,module,Amasty_ElasticSearch
Extended,,module,Amasty_ElasticSearch
Discard,,module,Amasty_ElasticSearch
"Increase by",,module,Amasty_ElasticSearch
"Decrease by",,module,Amasty_ElasticSearch
*word*,,module,Amasty_ElasticSearch
word*,,module,Amasty_ElasticSearch
*word,,module,Amasty_ElasticSearch
"Unable to save new stopWord. Error: %1",,module,Amasty_ElasticSearch
"StopWord with specified ID ""%1"" not found.",,module,Amasty_ElasticSearch
"Unable to remove stopWord with ID %1. Error: %2",,module,Amasty_ElasticSearch
"Unable to remove stopWord. Error: %1",,module,Amasty_ElasticSearch
"Unable to save synonym with ID %1. Error: %2",,module,Amasty_ElasticSearch
"Unable to save new synonym. Error: %1",,module,Amasty_ElasticSearch
"Synonym with specified ID ""%1"" not found.",,module,Amasty_ElasticSearch
"Unable to remove synonym with ID %1. Error: %2",,module,Amasty_ElasticSearch
"Unable to remove synonym. Error: %1",,module,Amasty_ElasticSearch
"You disabled %1 ElasticSearch Relevance Rules based on ""%2"" attribute.",,module,Amasty_ElasticSearch
"Sorry, search engine is currently unavailable",,module,Amasty_ElasticSearch
"Invalid directory provided",,module,Amasty_ElasticSearch
"Module data file doesn't exists.",,module,Amasty_ElasticSearch
"%1 StopWords were imported for store %2",,module,Amasty_ElasticSearch
"There are no file for locale: %1",,module,Amasty_ElasticSearch
"Are you sure you want to delete the rule?",,module,Amasty_ElasticSearch
"Are you sure you want to delete Stop Word?",,module,Amasty_ElasticSearch
"Are you sure you want to delete Synonym?",,module,Amasty_ElasticSearch
"Replace Category's Data",,module,Amasty_ShopbyPage
"After Category's Data",,module,Amasty_ShopbyPage
"Before Category's Data",,module,Amasty_ShopbyPage
"Page with id ""%1"" does not exist.",,module,Amasty_ShopbyPage
"Amasty Custom Pages",,module,Amasty_ShopbyPage
"Only First Time when conditions are met",,module,Amasty_SalesRuleWizard
"Every Time when conditions are met",,module,Amasty_SalesRuleWizard
"Every Time with Limit when conditions are met",,module,Amasty_SalesRuleWizard
"Product Page: In Additional Tab",,module,Amasty_ShippingCalculator
"Product Page: After Product Description",,module,Amasty_ShippingCalculator
Calculate,,module,Amasty_ShippingCalculator
"Unable to save Shipping Area with ID %1. Error: %2",,module,Amasty_ShippingArea
"Unable to save new Shipping Area. Error: %1",,module,Amasty_ShippingArea
"Shipping Area with specified ID ""%1"" not found.",,module,Amasty_ShippingArea
"Unable to remove Shipping Area with ID %1. Error: %2",,module,Amasty_ShippingArea
"Unable to remove Shipping Area. Error: %1",,module,Amasty_ShippingArea
". ' %s: %s'",,module,Amasty_ShippingArea
Include,,module,Amasty_ShippingArea
"Are you sure you want to delete the shipping area?",,module,Amasty_ShippingArea
"Delete ${ $.$data.name }",,module,Amasty_ShippingArea
"Are you sure you want to delete a ${ $.$data.name } record?",,module,Amasty_ShippingArea
"Provided argument is not in PSR-0 or underscore notation.",,module,Amasty_ShopbyBase
"Requested entity doesn't exist",,module,Amasty_ShopbyBase
"Wrong parameter %1.",,module,Amasty_ShopbyBase
"Requested Improved Navigation submodule is disabled. Only read methods is allowed.",,module,Amasty_ShopbyBase
"Requested option setting doesn't exist",,module,Amasty_ShopbyBase
"Unable to delete option with ID %1. Error: %2",,module,Amasty_ShopbyBase
"Images & Labels",,module,Amasty_ShopbyBase
"Text Swatches",,module,Amasty_ShopbyBase
Slider,,module,Amasty_ShopbyBase
"From-To Only",,module,Amasty_ShopbyBase
Ranges,,module,Amasty_ShopbyBase
"Please upload images at the Properties tab.",,module,Amasty_ShopbyBase
"Please add text values at the Properties tab.",,module,Amasty_ShopbyBase
No,,module,Amasty_ShopbyBase
"Wrong parameter productId.",,module,Amasty_ShopbyBrandGraphQl
"More from this Brand",,module,Amasty_ShopbyBrand
"Make sure that the root category for current store is anchored",,module,Amasty_ShopbyBrand
"Make sure that ""%1"" attribute can be used in layered navigation",,module,Amasty_ShopbyBrand
"-- Empty --",,module,Amasty_ShopbyBrand
No,,module,Amasty_ShopbyBrand
"All Brands page",,module,Amasty_ShopbyBrand
"Product page",,module,Amasty_ShopbyBrand
"Listing page",,module,Amasty_ShopbyBrand
"Display First",,module,Amasty_ShopbyBrand
"Display Last",,module,Amasty_ShopbyBrand
"Amasty Brands",,module,Amasty_ShopbyBrand
"Search Brands",,module,Amasty_ShopbyBrand
"Search brand here...",,module,Amasty_ShopbyBrand
Brands,,module,Amasty_ShopbyBrand
"All Brands",,module,Amasty_ShopbyBrand
"Please select brand attribute in Stores -> Configuration ->
                Amasty Extensions -> Improved Layered Navigation: Brands.",,module,Amasty_ShopbyBrand
